ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
60934700,Smoke and Mirrors: Short Fictions and Illusions,Neil Gaiman,2001,Perennial,http://images.amazon.com/images/P/0060934700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060934700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060934700.01.LZZZZZZZ.jpg,,,,
66238501,Complete Chronicles of Narnia,C. S. Lewis,2001,Harpercollins Juvenile Books,http://images.amazon.com/images/P/0066238501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066238501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066238501.01.LZZZZZZZ.jpg,,,,
553265741,Sacred Sins,Nora Roberts,1990,Bantam Books,http://images.amazon.com/images/P/0553265741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553265741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553265741.01.LZZZZZZZ.jpg,,,,
014100018X,Chocolat,Joanne Harris,2000,Penguin Books,http://images.amazon.com/images/P/014100018X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014100018X.01.LZZZZZZZ.jpg,,,,
441172695,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,1994,ACE Charter,http://images.amazon.com/images/P/0441172695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172695.01.LZZZZZZZ.jpg,,,,
553560468,Wilderness Tips,Margaret Atwood,1993,Bantam Books,http://images.amazon.com/images/P/0553560468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560468.01.LZZZZZZZ.jpg,,,,
446356832,The Sands of Time,Sidney Sheldon,1989,Warner Books,http://images.amazon.com/images/P/0446356832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446356832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446356832.01.LZZZZZZZ.jpg,,,,
553280325,Something Wicked This Way Comes,Ray Bradbury,1983,Bantam,http://images.amazon.com/images/P/0553280325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280325.01.LZZZZZZZ.jpg,,,,
373226063,Bayou Blood Brothers: Tyler/Nick/Jules (Harlequin Intrigue 606),Rebecca York,2001,Harlequin,http://images.amazon.com/images/P/0373226063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373226063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373226063.01.LZZZZZZZ.jpg,,,,
1551667959,7b,Stella Cameron,2001,Mira,http://images.amazon.com/images/P/1551667959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667959.01.LZZZZZZZ.jpg,,,,
375503269,Anonymous Rex: A Detective Story,Eric Garcia,1999,Villard Books,http://images.amazon.com/images/P/0375503269.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375503269.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375503269.01.LZZZZZZZ.jpg,,,,
689711522,Silver on the Tree,Susan Cooper,1987,Simon Pulse,http://images.amazon.com/images/P/0689711522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689711522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689711522.01.LZZZZZZZ.jpg,,,,
689710895,The Grey King,Susan Cooper,1986,Aladdin Library,http://images.amazon.com/images/P/0689710895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710895.01.LZZZZZZZ.jpg,,,,
743260244,Against All Enemies: Inside America's War on Terror,Richard A. Clarke,2004,Free Press,http://images.amazon.com/images/P/0743260244.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743260244.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743260244.01.LZZZZZZZ.jpg,,,,
812502124,"Prentice Alvin (Tales of Alvin Maker, Book 3)",Orson Scott Card,1989,Tor Fantasy,http://images.amazon.com/images/P/0812502124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812502124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812502124.01.LZZZZZZZ.jpg,,,,
440236061,Unfit to Practice,Perri O'Shaughnessy,2003,Dell Publishing Company,http://images.amazon.com/images/P/0440236061.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236061.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236061.01.LZZZZZZZ.jpg,,,,
345447409,Until Dark,MARIAH STEWART,2003,Ballantine Books,http://images.amazon.com/images/P/0345447409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447409.01.LZZZZZZZ.jpg,,,,
553583441,Touching Evil,Kay Hooper,2001,Bantam Books,http://images.amazon.com/images/P/0553583441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg,,,,
786817070,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,http://images.amazon.com/images/P/0786817070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg,,,,
140230165,The Te of Piglet,Benjamin Hoff,1993,Penguin Books,http://images.amazon.com/images/P/0140230165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140230165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140230165.01.LZZZZZZZ.jpg,,,,
553575538,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/0553575538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553575538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553575538.01.LZZZZZZZ.jpg,,,,
449000265,8 Weeks to Optimum Health,Andrew Weil M.D.,1998,Ballantine Books,http://images.amazon.com/images/P/0449000265.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449000265.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449000265.01.LZZZZZZZ.jpg,,,,
64400026,Little House on the Prairie,Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400026.01.LZZZZZZZ.jpg,,,,
821769340,Cold Blooded,Lisa Jackson,2002,Zebra Books,http://images.amazon.com/images/P/0821769340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821769340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821769340.01.LZZZZZZZ.jpg,,,,
380724332,Skeleton Canyon: A Joanna Brady Mystery,J.A. Jance,2004,Avon,http://images.amazon.com/images/P/0380724332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380724332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380724332.01.LZZZZZZZ.jpg,,,,
684196387,Two for the Dough (Stephanie Plum Novels (Hardcover)),Janet Evanovich,1996,Scribner,http://images.amazon.com/images/P/0684196387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684196387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684196387.01.LZZZZZZZ.jpg,,,,
316779423,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995,Back Bay Books,http://images.amazon.com/images/P/0316779423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316779423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779423.01.LZZZZZZZ.jpg,,,,
61092606,Sacred Clowns (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1994,HarperTorch,http://images.amazon.com/images/P/0061092606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061092606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061092606.01.LZZZZZZZ.jpg,,,,
60085444,She Went All the Way (Avon Light Contemporary Romances),Meggin Cabot,2002,Avon,http://images.amazon.com/images/P/0060085444.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060085444.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060085444.01.LZZZZZZZ.jpg,,,,
067081976X,Leaving Home/a Collection of Lake Wobegon Stories,Garrison Keillor,1987,Penguin USA,http://images.amazon.com/images/P/067081976X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067081976X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067081976X.01.LZZZZZZZ.jpg,,,,
385491085,Lady Oracle,MARGARET ATWOOD,1998,Anchor,http://images.amazon.com/images/P/0385491085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385491085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385491085.01.LZZZZZZZ.jpg,,,,
670869902,How Stella Got Her Groove Back,Terry McMillan,1996,Viking Books,http://images.amazon.com/images/P/0670869902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670869902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670869902.01.LZZZZZZZ.jpg,,,,
517556278,Mammoth Hunters (Earth's Children),Jean M. Auel,1990,Crown Publishers,http://images.amazon.com/images/P/0517556278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517556278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517556278.01.LZZZZZZZ.jpg,,,,
64401847,Bridge to Terabithia,Katherine Paterson,1987,HarperTrophy,http://images.amazon.com/images/P/0064401847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401847.01.LZZZZZZZ.jpg,,,,
385315279,The Fiery Cross,Diana Gabaldon,2001,Delacorte Press,http://images.amazon.com/images/P/0385315279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385315279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385315279.01.LZZZZZZZ.jpg,,,,
553569074,Wouldn't Take Nothing for My Journey Now,Maya Angelou,1994,Bantam Books,http://images.amazon.com/images/P/0553569074.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569074.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569074.01.LZZZZZZZ.jpg,,,,
440514428,Cold Sassy Tree,Olive Ann Burns,1986,Dell Publishing Company,http://images.amazon.com/images/P/0440514428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440514428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440514428.01.LZZZZZZZ.jpg,,,,
553561278,For the Sake of Elena,Elizabeth George,1993,Bantam Books,http://images.amazon.com/images/P/0553561278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561278.01.LZZZZZZZ.jpg,,,,
64402967,Mandy (Julie Andrews Collection),Julie Andrews Edwards,1989,HarperTrophy,http://images.amazon.com/images/P/0064402967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064402967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064402967.01.LZZZZZZZ.jpg,,,,
553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,1983,Bantam Books,http://images.amazon.com/images/P/0553272586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272586.01.LZZZZZZZ.jpg,,,,
451197003,The Man in the Iron Mask (Signet Regency Romance),Alexandre Dumas,1998,Signet Book,http://images.amazon.com/images/P/0451197003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451197003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451197003.01.LZZZZZZZ.jpg,,,,
553234811,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553234811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.LZZZZZZZ.jpg,,,,
553268945,Forging the Darksword (Darksword Trilogy),Margaret Weis,1997,Spectra Books,http://images.amazon.com/images/P/0553268945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268945.01.LZZZZZZZ.jpg,,,,
312140940,Wonder Boys : A Novel (Bestselling Backlist),Michael Chabon,1995,Picador,http://images.amazon.com/images/P/0312140940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312140940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312140940.01.LZZZZZZZ.jpg,,,,
440224837,The Long Road Home,Danielle Steel,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440224837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224837.01.LZZZZZZZ.jpg,,,,
752853694,Unadulterated Cat,Terry Pratchett,2002,Orion,http://images.amazon.com/images/P/0752853694.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752853694.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752853694.01.LZZZZZZZ.jpg,,,,
380603764,An Indecent Obsession,Colleen McCullough,1982,Avon,http://images.amazon.com/images/P/0380603764.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380603764.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380603764.01.LZZZZZZZ.jpg,,,,
743418735,Perfect Match: A Novel,Jodi Picoult,2003,Washington Square Press,http://images.amazon.com/images/P/0743418735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418735.01.LZZZZZZZ.jpg,,,,
671776134,Plain Truth,Jodi Picoult,2001,Washington Square Press,http://images.amazon.com/images/P/0671776134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg,,,,
156001314,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,1994,Harvest Books,http://images.amazon.com/images/P/0156001314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156001314.01.LZZZZZZZ.jpg,,,,
1573229865,The Dream of Scipio,Iain Pears,2003,Riverhead Books,http://images.amazon.com/images/P/1573229865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229865.01.LZZZZZZZ.jpg,,,,
767903862,In a Sunburned Country,Bill Bryson,2001,Broadway Books,http://images.amazon.com/images/P/0767903862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903862.01.LZZZZZZZ.jpg,,,,
743444329,Geisha : A Life,Mineko Iwasaki,2002,Atria Books,http://images.amazon.com/images/P/0743444329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743444329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743444329.01.LZZZZZZZ.jpg,,,,
553265520,Brainchild,John Saul,1985,Bantam Books,http://images.amazon.com/images/P/0553265520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553265520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553265520.01.LZZZZZZZ.jpg,,,,
399133143,The Tommyknockers,Stephen King,1987,Putnam Pub Group,http://images.amazon.com/images/P/0399133143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.LZZZZZZZ.jpg,,,,
425133516,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425133516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg,,,,
684855631,The Empty Chair,Jeffery Deaver,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684855631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684855631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684855631.01.LZZZZZZZ.jpg,,,,
156838389,"Sophocles, The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Dudley Fitts,1955,Harvest Books,http://images.amazon.com/images/P/0156838389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156838389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156838389.01.LZZZZZZZ.jpg,,,,
618129030,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129030.01.LZZZZZZZ.jpg,,,,
553562746,Fanta C,Sandra Brown,1993,Fanfare,http://images.amazon.com/images/P/0553562746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562746.01.LZZZZZZZ.jpg,,,,
440168724,A Perfect Stranger,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440168724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.LZZZZZZZ.jpg,,,,
446527130,Envy,Sandra Brown,2001,Warner Books,http://images.amazon.com/images/P/0446527130.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527130.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527130.01.LZZZZZZZ.jpg,,,,
425060772,Case of Lucy Bending,Lawrence Sanders,1983,Penguin Putnam~mass,http://images.amazon.com/images/P/0425060772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425060772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425060772.01.LZZZZZZZ.jpg,,,,
671039938,Cinnamon (Shooting Stars),V.C. Andrews,2001,Pocket,http://images.amazon.com/images/P/0671039938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671039938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671039938.01.LZZZZZZZ.jpg,,,,
515118230,Home Song,Lavyrle Spencer,1995,Jove Books,http://images.amazon.com/images/P/0515118230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.LZZZZZZZ.jpg,,,,
515101222,Spring Fancy,LaVyrle Spencer,2003,Jove Books,http://images.amazon.com/images/P/0515101222.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515101222.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515101222.01.LZZZZZZZ.jpg,,,,
553285947,Surrender,Amanda Quick,1990,Bantam,http://images.amazon.com/images/P/0553285947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553285947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553285947.01.LZZZZZZZ.jpg,,,,
345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books,http://images.amazon.com/images/P/0345447867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg,,,,
038075620X,Night Fire,Catherine Coulter,1989,Avon,http://images.amazon.com/images/P/038075620X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038075620X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038075620X.01.LZZZZZZZ.jpg,,,,
553574078,Affair,Amanda Quick,1998,Bantam Books,http://images.amazon.com/images/P/0553574078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574078.01.LZZZZZZZ.jpg,,,,
515107662,The Sherbrooke Bride (Bride Trilogy (Paperback)),Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515107662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515107662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515107662.01.LZZZZZZZ.jpg,,,,
671737821,Honor's Splendour,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/0671737821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671737821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671737821.01.LZZZZZZZ.jpg,,,,
440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg,,,,
425104338,Stephen King's Danse Macabre,Stephen King,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425104338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425104338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425104338.01.LZZZZZZZ.jpg,,,,
1573228583,Speaking With the Angel,Nick Hornby,2001,Riverhead Books,http://images.amazon.com/images/P/1573228583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.LZZZZZZZ.jpg,,,,
553211684,Tess of the d'Urbervilles,THOMAS HARDY,1984,Bantam Classics,http://images.amazon.com/images/P/0553211684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553211684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553211684.01.LZZZZZZZ.jpg,,,,
385722192,Lullaby: A Novel,Chuck Palahniuk,2003,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.LZZZZZZZ.jpg,,,,
743455967,On Writing,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0743455967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743455967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743455967.01.LZZZZZZZ.jpg,,,,
679430946,The Hot Zone,Richard Preston,1994,Random House,http://images.amazon.com/images/P/0679430946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.LZZZZZZZ.jpg,,,,
006251279X,The Pilgrimage,Paulo Coelho,1995,HarperSanFrancisco,http://images.amazon.com/images/P/006251279X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006251279X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006251279X.01.LZZZZZZZ.jpg,,,,
60191988,A Night Without Armor : Poems,Jewel,1998,HarperCollins,http://images.amazon.com/images/P/0060191988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060191988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060191988.01.LZZZZZZZ.jpg,,,,
345453549,The Autobiography of Vivian: A Novel,Sherrie Krantz,2002,Ballantine Books,http://images.amazon.com/images/P/0345453549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453549.01.LZZZZZZZ.jpg,,,,
765341174,"Sarah (Card, Orson Scott. Women of Genesis.)",Orson Scott Card,2001,Forge,http://images.amazon.com/images/P/0765341174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765341174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765341174.01.LZZZZZZZ.jpg,,,,
886774632,By the Sword (Kerowyn's Tale),Mercedes Lackey,1991,Daw Books,http://images.amazon.com/images/P/0886774632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774632.01.LZZZZZZZ.jpg,,,,
60256737,A Light in the Attic,Shel Silverstein,1981,HarperCollins,http://images.amazon.com/images/P/0060256737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256737.01.LZZZZZZZ.jpg,,,,
60248025,Falling Up,Shel Silverstein,1996,HarperCollins,http://images.amazon.com/images/P/0060248025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060248025.01.LZZZZZZZ.jpg,,,,
786880007,Simplify Your Life : 100 Ways to Slow Down and Enjoy the Things That Really Matter,Elaine St. James,1994,Hyperion,http://images.amazon.com/images/P/0786880007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786880007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786880007.01.LZZZZZZZ.jpg,,,,
515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg,,,,
515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg,,,,
553288202,The Fall of Hyperion,Dan Simmons,1991,Bantam,http://images.amazon.com/images/P/0553288202.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553288202.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553288202.01.LZZZZZZZ.jpg,,,,
671524313,The Girlfriends' Guide to Pregnancy,Vicki Iovine,1995,Pocket,http://images.amazon.com/images/P/0671524313.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671524313.01.LZZZZZZZ.jpg,,,,
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,,,,
590010891,Star Wars Episode I: The Phantom Menace,Patricia C. Wrede,1999,Scholastic,http://images.amazon.com/images/P/0590010891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590010891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590010891.01.LZZZZZZZ.jpg,,,,
038071907X,Nothing But The Truth: A Documentary Novel,Avi,1993,HarperTrophy,http://images.amazon.com/images/P/038071907X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038071907X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038071907X.01.LZZZZZZZ.jpg,,,,
451149513,It,Stephen King,1987,New Amer Library,http://images.amazon.com/images/P/0451149513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451149513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451149513.01.LZZZZZZZ.jpg,,,,
